policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211000053,KOR,Annual,"2nd Comprehensive Action Plan for Climate Change Policy Republic of Korea (2002)","2nd Comprehensive Action Plan for Climate Change Policy",Country,,"Republic of Korea",,,"Climate strategy, Policy support, Political & non-binding climate strategy",General,"The plan is described in South Korea's National Communications.","Energy service demand reduction and resource efficiency, Renewables, Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2002,,2004,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211000245,KOR,Annual,"Basic Plan for the Rationalization of Energy Use Republic of Korea (1993)","Basic Plan for the Rationalization of Energy Use",Country,,"Republic of Korea",,,"Strategic planning, Regulatory Instruments, Codes and standards","General, Buildings, Electricity and heat, Industry, Transport",,"Energy efficiency",,Superseded,1993,,,Unknown,Mitigation,http://www.motie.go.kr/www/wwwMain/main.do,,,,,,
211002641,KOR,Annual,"Second National Climate Change Adaptation Measures Republic of Korea (2016)","Second National Climate Change Adaptation Measures",Country,,"Republic of Korea",,,"Political & non-binding climate strategy","Agriculture and forestry, Forestry, General","The Climate Change Plan includes 87 major projects across 10 sectors. Key sectors include public health, disaster management, agriculture, forestry, marine and fisheries, water management, ecosystem and biodiversity protection. For details, see reference below.","Non-energy use",,"In force",2016,,,Unknown,"Mitigation, Adaptation, Land use, Water",https://www.preventionweb.net/english/policies/v.php?id=58461&cid=139,,,,,,
220205777,KOR,Annual,"Korean New Deal Republic of Korea (2020)","Korean New Deal",Country,,"Republic of Korea",,,"Policy support, Strategic planning",General,"This policy sets out a roadmap for the transformation of the South Korean economy focusing on three pillars: the digital transformation, the transition to a green economy, and the improvement of social safety nets. The total invesment planned for the transition to a green economy is USD 31 billion, and it focuses on green retrofits, renewable energy and low-emissions mobility.
According to the CAT, "" By 2025 the Green New Deal targets 42.7 GW of renewable power capacity, 1.13 million electric cars, 200,000 hydrogen cars, and the scrapping of 2.2 million old diesel cars.""","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2020,,,,Mitigation,"https://english.moef.go.kr/pc/selectTbPressCenterDtl.do?boardCd=N0001&seq=4940
https://climateactiontracker.org/countries/south-korea/policies-action/",01/01/2022,,,,,
211003280,KOR,Annual,"Housing Performance Grading Indication System Republic of Korea (2006)","Housing Performance Grading Indication System",Country,,"Republic of Korea",,,"Building codes and standards","Buildings, Heating and cooling","""The Korean government requires that apartment complexes with 500 or more households obtain an EPC under the Housing Performance Grading Indication System. The system consists of 20 components, one of which is thermal performance."" For more details, see reference below.","Energy efficiency",,"In force",2006,,,Unknown,Mitigation,https://www.gbpn.org/beet-3/country-infosheets/south-korea#Energy%20Performance%20Certificates,,,,,,
211002126,KOR,Annual,"New and Renewable Energy RD&D Basic Plan Republic of Korea (2001)","New and Renewable Energy RD&D Basic Plan",Country,,"Republic of Korea",,,"Technology deployment and diffusion, Demonstration project","Electricity and heat, Renewables",,Renewables,,Superseded,2001,2001,2006,Unknown,Mitigation,https://www.iea.org/policies/4089-basic-plan-for-the-promotion-of-the-development-use-and-diffusion-of-new-and-renewable-energy?country=Korea&page=2&qs=korea,,,,,,
211000005,KOR,Annual,"""Kids ISO 14000 Program"" for Energy Conservation and GHG Reduction Republic of Korea (2005)","""Kids ISO 14000 Program"" for Energy Conservation and GHG Reduction",Country,,"Republic of Korea",,,"Information provision","Electricity and heat, Buildings, Hot water and cooking, Appliances",,"Energy efficiency",,"In force",2005,,,Unknown,Mitigation,http://www.iso.org/iso/en/kidsiso14000/index.html,,,,,,
211001426,KOR,Annual,"Heavy-duty emissions standards Korea Republic of Korea (2013)","Heavy-duty emissions standards Korea",Country,,"Republic of Korea",,,"Vehicle fuel-economy and emissions standards","Transport, Heavy-duty vehicles","Since 2014, heavy-duty vehicles are subject to Euro VI emissions standards. For a detailed history of emission standards, see reference below.","Non-energy use",,"In force",2013,,,Unknown,"Air pollution, Mitigation",http://transportpolicy.net/index.php?title=South_Korea:_Heavy-duty:_Emissions,,,,,,
211002700,KOR,Annual,"Solar-Powered Public Housing Republic of Korea (2005)","Solar-Powered Public Housing",Country,,"Republic of Korea",,,"Research & Development and Deployment (RD&D)",Buildings,,Renewables,,Planned,2005,,,Unknown,Mitigation,,,,,,,
211105431,KOR,Annual,"2nd Comprehensive Plan for Wood Use Republic of Korea (2019)","2nd Comprehensive Plan for Wood Use",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target","Agriculture and forestry, Forestry","This policy document includes plans to Increase domestic wood self-sufficiency rate by 22.4% by 2024, compared to 19% in 2019, and to expand the size of timber industry to $40 billion by 2024 by utilizing currently unused domestic forest biomass resources.","Non-energy use",,"In force",2019,2019,2024,High,"Mitigation, Economic development",http://m.biomassenergy.kr/core/anyboard/download.php?boardID=www14&fileNum=2082,01/10/2021,,,,,
211002569,KOR,Annual,"Research Funding for the Development of Renewable Energy Sources Republic of Korea (1988)","Research Funding for the Development of Renewable Energy Sources",Country,,"Republic of Korea",,,"Technology deployment and diffusion","Electricity and heat, Renewables",,Renewables,,"In force",1988,,,Unknown,Mitigation,https://www.iea.org/policies/3826-energy-efficiency-resources-rd-program?country=Korea%2CCanada%2CUnited%20Kingdom%2CPeople%27s%20Republic%20Of%20China&page=9&topic=Renewable%20Energy&year=desc,,,,,,
211000098,KOR,Annual,"Act on the Allocation and Trading of Greenhouse Gas Emissions Rights regulated by Enforcement Decree of Allocation and Trading of Greenhouse Gas Emissions Rights Act Republic of Korea (2012)","Act on the Allocation and Trading of Greenhouse Gas Emissions Rights regulated by Enforcement Decree of Allocation and Trading of Greenhouse Gas Emissions Rights Act",Country,,"Republic of Korea",,,"GHG emission reduction crediting and offsetting mechanism, GHG emissions allowances, Institutional creation","Electricity and heat, Industry, General","Legislative. See link for details","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2012,2015,,Unknown,Mitigation,http://eng.me.go.kr/eng/web/index.do?menuId=450&findDepth=1,,,,,,
220205781,KOR,Annual,"Green Steel Committee Republic of Korea (2021)","Green Steel Committee",Country,,"Republic of Korea",,,"Policy support, Institutional creation",Industry,"This committee aims to align South Korea's steel industry with the country's climate targets.","Energy efficiency, Energy service demand reduction and resource efficiency",,"In force",2021,,,,Mitigation,https://climateactiontracker.org/countries/south-korea/policies-action/,01/01/2022,,,,,
211001595,KOR,Annual,"Korean Voluntary Emission Reduction (KVER) Program Republic of Korea (2005)","Korean Voluntary Emission Reduction (KVER) Program",Country,,"Republic of Korea",,,"Grants and subsidies, Monitoring, Voluntary approaches",Industry,,"Energy service demand reduction and resource efficiency, Renewables, Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2005,,,Unknown,Mitigation,https://eneken.ieej.or.jp/3rd_IAEE_Asia/pdf/paper/108p.pdf,,,,,,
211003295,KOR,Annual,"Forest Carbon Offset Program Republic of Korea (2013)","Forest Carbon Offset Program",Country,,"Republic of Korea",,,"Strategic planning","Agriculture and forestry","Goal: ""promote activities and forest management practices that enhance the forest carbon sink, facilitate the use of harvested wood products for construction and enhance the use of forest biomass for energy production."" (See reference below, p. 75)","Non-energy use",,"In force",2013,,,Unknown,Mitigation,https://newclimate.org/wp-content/uploads/2018/12/PBL-CLIMA-2018_final_rev.pdf,,,,,,
211001151,KOR,Annual,"Feed-in Tariff for renewable energy Republic of Korea (2001)","Feed-in Tariff for renewable energy",Country,,"Republic of Korea",,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,Ended,2001,2001,2011,Unknown,Mitigation,http://aesc.hkbu.edu.hk/wp-content/uploads/2018/10/WP-20-Mah.pdf,,,,,,
